View Extract,Loc,UY,Srl,Ext Type,Class,Sub br,Com date,Exp date,Sign share %,Country,Broker,Cedant,Org.Insured/Trty Name,Trty nature,Nature of risk Desc,Max Liability (FC),Gross UW Prem,Gross Book Prem,Gross Actual Acq.,Gross paid claims,Gross os loss,New/Renew,100% TSI (FC),Org Prem (FC),Accepted Share,Renewal Status,Running/Expired,Status,Inception Day,Inception Month,Inception Quarter,Inception Year,Expiry Day,Expiry Month,Expiry Quarter,Expiry Year,Renewal Date,Renewal Day,Renewal Month,Renewal Quarter,Renewal Year,Country RIMS,Country Name,Region,Hub,Written Line,Signed Line
20198619,HO,2019,8619,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,25.0,Yemen,"Yemen Islamic Insurance Co., Sana'a","Yemen Islamic Insurance Co., Sana'a",Sabafon,PR,Mobile Telecom Network,790397.0,474,309.13043478260875,0,0,0,Renew,5154763.043478262,3092.608695652174,25.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.25
20198622,HO,2019,8622,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,25.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,SBG,PR,Bldg. - Residential,161808.0,672,438.26086956521743,168,0,0,Renew,8442158.478260871,3506.739130434783,25.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.25
20198622,HO,2019,8622,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,25.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,SBG,PR,Bldg. - Residential,675994.0,2821,1833.2608695652175,703,0,0,Renew,35383845.0,14578.04347826087,25.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.25
20198623,HO,2019,8623,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,2.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,SBG,PR,Power Plant,51354.0,215,140.21739130434784,54,0,0,Renew,2679360.0,1104.1304347826087,2.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.02
20198624,HO,2019,8624,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,SBG,PR,Mosques,737371.0,3038,1989.1304347826087,762,11319,0,Renew,38471525.217391305,15850.434782608696,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20198625,HO,2019,8625,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,SBG,PR,Bldg. - Car Parks,501333.0,2133,1391.0869565217392,533,0,0,Renew,27008900.86956522,11127.391304347828,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20198626,HO,2019,8626,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,4.5,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,SBG,PR,Mosques,121283.0,500,326.0869565217392,125,0,0,Renew,6327800.869565218,2606.739130434783,4.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.045
20198627,HO,2019,8627,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,20.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,SBG,PR,Hotels/Resorts/Guest Houses,215609.0,1557,1015.4347826086957,389,0,0,Renew,11254541.739130436,8122.173913043479,20.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.2
20198710,HO,2019,8710,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,7.5,Dubai,Alliance Ins. (Dubai),Alliance Ins. (Dubai),Readymix Beaton,PR,Concrete Mixing/Crusher Plant,513931.0,642,432.3913043478261,149,0,0,Renew,1489655.2173913044,1861.9565217391305,7.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Dubai,UAE - Dubai,Asia,GCC,0.0,0.075
20198785,HO,2019,8785,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,7.5,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Al Jazira for Petroleum Services Corp,PR,Power Plant,2214281.0,2990,1949.3478260869567,747,0,0,Renew,9627309.782608697,12997.17391304348,7.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.075
20198789,HO,2019,8789,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,25.0,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Al Rai Real Estate Co,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,3470250.0,3383,2206.304347826087,856,0,0,Renew,221206513.04347828,63043.69565217392,25.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.25
20198856,HO,2019,8856,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,11.0,Saudi Arabia,Kuwait Ins.Co.,Kuwait Ins.Co.,Al Onoud Al Thahabia Co,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,2681249.0,1206,787.1739130434784,305,0,0,Renew,8743203.260869566,3934.5652173913045,11.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.11
20198874,HO,2019,8874,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Kuwait,Gulf Ins. Co. K.S.C.,Gulf Ins. Co. K.S.C.,Mohammed Naser Al Sayer Sons,PR,Automobile Showroom,2613614.0,2803,1828.0434782608697,548,324,0,Renew,148019718.26086956,89547.39130434784,5.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.05
20198888,HO,2019,8888,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Saudi Arabia,Tawuniya (ex: NCCI),Tawuniya (ex: NCCI),Qassim Cement Co.,PR,Cement Factories,2818311.0,3581,2558.4782608695655,1098,1120,0,Renew,160567271.08695653,95103.91304347827,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20198917,HO,2019,8917,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,4.0,Saudi Arabia,Al Ahlia For Cooperative Insurance,Al Ahlia For Cooperative Insurance,Al Rajhi Real Est. Co.(Al Wazeer),PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,1669615.0,1252,846.5217391304349,292,0,0,Renew,9073996.304347826,4083.2608695652175,4.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.04
20199152,HO,2019,9152,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,4.5,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Sheraton Dammam Hotel and Towers,PR,Hotels/Resorts/Guest Houses,3670972.0,2756,1798.0434782608697,689,489,0,Renew,26636550.652173914,11986.304347826088,4.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.045
20199192,HO,2019,9192,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Saudi Arabia,Walaa Ins./Saudi United Co-op - Alkhobar,Walaa Ins./Saudi United Co-op - Alkhobar,Mahmood Saeed Glass Industries,PR,Glass Factories,2352756.0,2946,1852.826086956522,710,0,0,Renew,38360150.217391305,48030.65217391305,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20199193,HO,2019,9193,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Saudi Arabia,Walaa Ins./Saudi United Co-op - Alkhobar,Walaa Ins./Saudi United Co-op - Alkhobar,Mahmood Saeed Plaza,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,3748950.0,2613,1641.521739130435,566,0,0,Renew,24449673.91304348,17041.304347826088,5.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20199254,HO,2019,9254,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,SBG,PR,Bldg. - Residential,637471.0,3546,2486.0869565217395,1048,0,0,Renew,41574225.652173914,23123.478260869568,5.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20199297,HO,2019,9297,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Al Rayyan Satellite Channel,PR,Radio / Television Corporations,2169910.0,1411,954.1304347826087,293,0,0,Renew,7075794.130434783,4599.130434782609,5.0,Not Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.05
20199299,HO,2019,9299,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,0.5,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Al Madina Tower,PR,Bldg. - Offices/Administrative,1635000.0,572,373.0434782608696,130,0,0,Renew,7108695.652173914,2488.04347826087,0.5,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.005
20199419,HO,2019,9419,FAC,FI,OT,2019-12-24,2020-12-28 00:00:00,0.5,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Saudi Bin Laden Group (SBG),PR,Bldg. - Warehouses,1665176.0,1332,900.6521739130435,345,0,0,Renew,18099745.43478261,14479.565217391306,0.5,Not Renewed,Expired,Materialized,24.0,DEC,Q4,2019.0,28.0,DEC,Q4,2020.0,2020-12-29,29.0,DEC,Q4,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.005
20199456,HO,2019,9456,FAC,FI,OT,2019-01-10,2020-01-09 00:00:00,0.5,Saudi Arabia,Gulf General Co-op Insurance(SGI&GCI),Gulf General Co-op Insurance(SGI&GCI),Hill Metals Est &/or Al Azizia Steel Co,PR,Iron & Steel Industries,3044076.0,6415,4160.217391304348,1435,37,0,Renew,12604871.086956523,18594.782608695652,0.5,Renewed,Expired,Materialized,10.0,JAN,Q1,2019.0,9.0,JAN,Q1,2020.0,2020-01-10,10.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.005
20199508,HO,2019,9508,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.5,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Al Sour Real Estate Tower,PR,Bldg. - Offices/Administrative,2880000.0,1393,909.7826086956522,318,83,0,Renew,8608695.652173914,3030.6521739130435,0.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.005
20199619,HO,2019,9619,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,0.5,Afghanistan,Nasco Karaoglan (France) SARL,"UCA, Lebanon",MTN Networks,PR,Telecommunications,984200.0,2720,1841.0869565217392,141,0,0,Renew,105791565.65217392,101375.86956521739,0.5,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Afghanistan,Afghanistan,Asia,ISC,0.0,0.005
20199662,HO,2019,9662,FAC,FI,OT,2019-12-01,2020-11-30 00:00:00,0.5,Lebanon,Nasco Karaoglan (France) SARL,Bankers Ass. Co. Lebanon,International College,PR,Bldg. - Offices/Administrative,2383170.0,2318,1511.7391304347827,579,0,0,Renew,25190673.260869566,15114.13043478261,0.5,Not Renewed,Expired,Materialized,1.0,DEC,Q4,2019.0,30.0,NOV,Q4,2020.0,2020-12-01,1.0,DEC,Q4,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.005
20199669,HO,2019,9669,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Kuwait Portland Cement Co.,PR,Cement Factories,1968000.0,1856,1212.3913043478262,470,0,0,Renew,8556521.739130436,8070.000000000001,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.05
20199677,HO,2019,9677,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.75,Mauritius,Gras Savoye Soc. De Courtage D'Ass. EDR,Swan General Ltd. - Mauritius,Omnicane Thermal Energy Operations Ltd,PR,Power Plant,3183166.0,5142,3103.04347826087,1321,0,0,Renew,73461453.26086958,93142.17391304349,1.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Mauritius,Mauritius,Africa,Africa (off-coast),0.0,0.0075
20199725,HO,2019,9725,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.75,Bangladesh,Tysers International Ins.& Reins.Brokers,Sadharan Bima Corporation,Karnaphuli Fertilizer Co(KAFCO),PR,Others,3518656.0,7917,4449.130434782609,414,0,0,Renew,160912115.2173913,230135.21739130435,1.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Bangladesh,Bangladesh,Asia,ISC,0.0,0.0075
20199726,HO,2019,9726,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.75,Qatar,VERTA Insurance & Reins. Brokers-CYPRUS,Qatar Gen. Ins. & Reins. Co.,Qatar Steel Company Ltd(QASCO),PR,Iron & Steel Industries,2162188.0,15058,8598.913043478262,2637,0,0,Renew,670492981.3043479,905165.8695652174,1.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.0075
20199765,HO,2019,9765,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.75,Qatar,City Reinsurance Brokers - Amman,Doha Insurance Company.,Qatar Foundation for Education Developme,PR,Bldg. - Offices/Administrative,3629609.0,2845,1925.217391304348,812,452,0,Renew,290930453.4782609,90180.65217391305,1.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.0075
20199766,HO,2019,9766,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.5,Lebanon,Nasco Karaoglan (France) SARL,Bankers Ass. Co. Lebanon,American University of Beirut (A.U.B),PR,Bldg. - Offices/Administrative,1482511.0,2378,1556.0869565217392,537,0,0,Renew,141854003.47826087,34470.65217391305,0.5,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.005
20199789,HO,2019,9789,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.5,Lebanon,"PMC Re, S.A.L",UFA Assurance,Beirut Waterfront Development S.A.L,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,3665738.0,2460,1608.913043478261,493,7087,0,Renew,19125586.956521742,11475.652173913044,0.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.005
20199796,HO,2019,9796,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.5,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Retaj Royal Hotel,PR,Hotels/Resorts/Guest Houses,3518406.0,1305,770.2173913043479,266,0,0,Renew,7648708.043478262,2836.304347826087,0.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.005
20199798,HO,2019,9798,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.5,Lebanon,Nasco Karaoglan (France) SARL,Axa Middle East,Ciment De Sibline,PR,Cement Factories,3667350.0,6418,4162.826086956522,1277,26,0,Renew,29896878.260869566,41763.26086956522,0.5,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.005
20199831,HO,2019,9831,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.5,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Bahra Cable Company,PR,Cable Factory,3851106.0,2972,1386.521739130435,532,0,0,Renew,53846148.913043484,32307.391304347828,0.5,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.005
20199837,HO,2019,9837,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.5,Lebanon,Nasco Karaoglan (France) SARL,Bankers Ass. Co. Lebanon,Four Points by Sheraton Le verdun,PR,Hotels/Resorts/Guest Houses,2474500.0,1534,995.2173913043479,343,0,0,Renew,6455217.391304349,4002.3913043478265,0.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.005
20199839,HO,2019,9839,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.5,Saudi Arabia,Chedid Re - Dubai UAE,Gulf Union Cooperative Insurance Company,Crown Arabia Can Co. ltd,PR,Bldg. - Factory,3510549.0,2106,1366.304347826087,524,0,0,Renew,28618607.608695656,17171.08695652174,0.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.005
20199861,HO,2019,9861,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,4.0,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Retaj Al Rayan Hotel,PR,Hotels/Resorts/Guest Houses,3743646.0,1272,825.0000000000001,285,730,0,Renew,12207540.652173914,4149.782608695653,4.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.04
20199862,HO,2019,9862,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,20.0,Lebanon,Nasco Karaoglan (France) SARL,"Al Ittihad Al Watani Ins, Lebanon",Saint Joseph University,PR,Bldg. - Offices/Administrative,1794432.0,2484,1638.913043478261,628,28,0,Renew,32397747.39130435,16198.695652173914,20.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.2
20199981,HO,2019,9981,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.40202,United Arab Emirates,Chedid Re - Dubai UAE,Union Ins. Co. UAE,Union Cement Factory,PR,Cement Factories,3309810.0,14442,3080.217391304348,1063,0,0,Renew,99143298.91304348,188371.95652173914,1.5,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,United Arab Emirates,UAE - Dubai,Asia,GCC,0.0,0.0040202
20199984,HO,2019,9984,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.40225,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Le Jeddah Meridien,PR,Hotels/Resorts/Guest Houses,3116128.0,1194,778.0434782608696,298,337,0,Renew,20322569.34782609,7783.04347826087,1.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.0040225
20199985,HO,2019,9985,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.40208,Nigeria,United Ins. Brokers - Dubai,Leadway Assurance Co. Ltd.,Dangote cement,PR,Cement Factories,3393600.0,22320,14497.17391304348,4154,0,0,Renew,418485139.56521744,670851.5217391305,1.5,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Nigeria,Nigeria,Africa,Sub-Sahara,0.0,0.0040208
20199990,HO,2019,9990,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.40442,Saudi Arabia,United Ins. Brokers - Dubai,UCA. INSURANCE CO,SBG - DOKAAE,PR,Bldg. - Residential,3261847.0,8591,5545.434782608696,1922,769,0,Renew,1119614461.9565217,800412.3913043479,1.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.0040442
201910021,HO,2019,10021,FAC,FI,OT,2019-10-01,2020-09-29 00:00:00,0.40518,Lebanon,"PMC Re, S.A.L",Middle East Ass. & Reins. Co. Lebanon,Cimenterie Nationale,PR,Cement Factories,1979600.0,4527,3667.826086956522,1546,67,0,Renew,76437068.47826087,73802.60869565218,1.5,Renewed,Expired,Materialized,1.0,OCT,Q4,2019.0,29.0,SEP,Q3,2020.0,2020-09-30,30.0,SEP,Q3,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.0040517999999999995
201910022,HO,2019,10022,FAC,FI,OT,2019-06-17,2020-06-16 00:00:00,1.0,Lebanon,Nasco Karaoglan (France) SARL,Adir S.A.L,MIC1/ALFA,PR,Telecommunications,1385720.0,1466,1108.6956521739132,0,0,0,Renew,102422323.04347827,24256.956521739132,1.0,Not Renewed,Expired,Materialized,17.0,JUN,Q2,2019.0,16.0,JUN,Q2,2020.0,2020-06-17,17.0,JUN,Q2,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.01
201910025,HO,2019,10025,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,20.0,Lebanon,Nasco Karaoglan (France) SARL,Axa Middle East,Med Holding,PR,Bldg. - Offices/Administrative,833740.0,2520,1632.3913043478262,563,245,0,Renew,95856663.91304348,68085.65217391305,20.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.2
201910026,HO,2019,10026,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,7.5,Lebanon,Nasco Karaoglan (France) SARL,LIA Insurance Sal (ex- Libano Arabe),Audi Sardar Private Bank,PR,Bldg. - Offices/Administrative,1127735.0,789,533.4782608695652,184,117,0,Renew,4903191.521739131,3432.3913043478265,10.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.075
201910037,HO,2019,10037,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,7.5,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Union Construction Materials Mfg. Co.,PR,Concrete Mixing/Crusher Plant,2197540.0,2473,1612.1739130434785,625,0,0,Renew,14331782.608695654,16123.04347826087,10.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.075
201910039,HO,2019,10039,FAC,FI,OT,2019-11-01,2020-10-31 00:00:00,5.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,The Scientific Center of kuwait,PR,Scientific Institute,3967942.0,1681,1096.304347826087,425,127,0,Renew,21558896.739130437,6251.739130434783,5.0,Renewed,Expired,Materialized,1.0,NOV,Q4,2019.0,31.0,OCT,Q4,2020.0,2020-11-01,1.0,NOV,Q4,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.05
201910087,HO,2019,10087,FAC,FI,OT,2019-01-01,2020-06-30 00:00:00,5.0,Lebanon,Nasco Karaoglan (France) SARL,Mediterranean&Gulf Ins &Reins Co(Medgulf,hilton hotel Beirut,PR,Hotels/Resorts/Guest Houses,1898100.0,1044,680.8695652173914,235,23,0,Renew,8252608.695652175,4539.130434782609,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.05
