View Extract,Loc,UY,Srl,Ext Type,Class,Sub br,Com date,Exp date,Sign share %,Country,Broker,Cedant,Org.Insured/Trty Name,Trty nature,Nature of risk Desc,Max Liability (FC),Gross UW Prem,Gross Book Prem,Gross Actual Acq.,Gross paid claims,Gross os loss,New/Renew,100% TSI (FC),Org Prem (FC),Accepted Share,Renewal Status,Running/Expired,Status,Inception Day,Inception Month,Inception Quarter,Inception Year,Expiry Day,Expiry Month,Expiry Quarter,Expiry Year,Renewal Date,Renewal Day,Renewal Month,Renewal Quarter,Renewal Year,Country RIMS,Country Name,Region,Hub,Written Line,Signed Line
201910479,HO,2019,10479,FAC,FI,OT,2019-05-08,2020-05-07 00:00:00,0.5,Qatar,Faber Global Limited - UK,Qatar Ins. Co.- Doha,Qatar Electricity and Water Co,PR,Power Plant,2109000.0,79073,55436.08695652174,14875,284808,3,Renew,1386772523.478261,336981.52173913043,0.5,Not Renewed,Expired,Materialized,8.0,MAY,Q2,2019.0,7.0,MAY,Q2,2020.0,2020-05-08,8.0,MAY,Q2,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.005
201910488,HO,2019,10488,FAC,FI,OT,2019-06-01,2020-05-31 00:00:00,0.5,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,AG Mart,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,1622325.0,815,531.5217391304349,186,0,0,Renew,7053586.956521739,3541.3043478260875,0.5,Not Renewed,Expired,Materialized,1.0,JUN,Q2,2019.0,31.0,MAY,Q2,2020.0,2020-06-01,1.0,JUN,Q2,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.005
201910493,HO,2019,10493,FAC,FI,OT,2019-06-18,2019-09-17 00:00:00,6.0,Jordan,Guardian Ins. & Reins. Brkrs. & Cnsltnts,Arab Orient Insurance Co. - Jordan,Modern Cement and mining company,PR,Cement Factories,2069795.0,7759,5060.217391304348,1940,4222,0,Renew,65378058.26086957,50602.82608695653,6.0,Renewed,Expired,Materialized,18.0,JUN,Q2,2019.0,17.0,SEP,Q3,2019.0,2019-09-18,18.0,SEP,Q3,2019.0,Jordan,Jordan,Asia,Mediterranean (Asia),0.0,0.06
201910499,HO,2019,10499,FAC,FI,OT,2019-06-18,2020-09-17 00:00:00,2.5,Oman,Chedid Re - Dubai UAE,Arabia Ins. Co. Lebanon,Oman Arab Bank,PR,Bldg. - Offices/Administrative,1262499.0,1086,704.3478260869566,216,0,0,Renew,10978252.826086957,9441.521739130436,4.0,Renewed,Expired,Materialized,18.0,JUN,Q2,2019.0,17.0,SEP,Q3,2020.0,2020-09-18,18.0,SEP,Q3,2020.0,Oman,Oman,Asia,GCC,0.0,0.025
201910501,HO,2019,10501,FAC,FI,OT,2019-09-01,2020-08-31 00:00:00,2.5,Qatar,Aon Benfield Ltd. Bahrain (ex- Aon Ltd.),Doha Insurance Company.,Qatar Aluminium Company (QATALUM),NP,Aluminium Industries,2652098.0,3580,2321.739130434783,89,0,0,Renew,1260097813.0434783,124493.47826086957,4.0,Renewed,Expired,Materialized,1.0,SEP,Q3,2019.0,31.0,AUG,Q3,2020.0,2020-09-01,1.0,SEP,Q3,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.025
201910512,HO,2019,10512,FAC,FI,OT,2019-10-14,2020-10-13 00:00:00,1.0,Yemen,Aon Arabia Insurance Brokers Company,United Ins. Co. Yemen,Arabian Yemen Cement Company,PR,Cement Factories,3358057.0,3540,2295.6521739130435,528,0,0,Renew,76860718.69565219,51309.782608695656,1.0,Renewed,Expired,Materialized,14.0,OCT,Q4,2019.0,13.0,OCT,Q4,2020.0,2020-10-14,14.0,OCT,Q4,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.01
201910521,HO,2019,10521,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.0,Saudi Arabia,Arabian Shield Insurance Company,Arabian Shield Insurance Company,Hail Cement Company,PR,Cement Factories,3703835.0,3107,2015.8695652173915,773,0,0,Renew,53796974.34782609,27086.739130434784,1.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.01
201910573,HO,2019,10573,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.0,Mozambique,JLT Speciality Limited,Doha Insurance Company.,Hidroelectrica de Cahora Bassa,NP,Power Plant,2812000.0,17927,12131.739130434784,4651,0,0,Renew,18339130.43478261,116911.95652173914,1.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Mozambique,Mozambique,Africa,Sub-Sahara,0.0,0.01
201910593,HO,2019,10593,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.0,United Arab Emirates,Visionary Underwriting Agency Ltd -Dubai,Union Ins. Co. UAE,Maydan Group,PR,Entertainment Places/Sports Clubs/Discotheques,3849700.0,2201,1430.8695652173915,548,0,0,Renew,387829155.65217394,114832.82608695653,1.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,United Arab Emirates,UAE - Dubai,Asia,GCC,0.0,0.01
201910612,HO,2019,10612,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Saudi Arabia,"Addison Bradley International, Lebanon",Mediterrannean & Gulf Coop Ins & Reins,The Trade Centre Company Limited,PR,Bldg. - Offices/Administrative,3917525.0,2580,1744.5652173913045,669,0,0,Renew,155432125.43478262,67302.39130434782,7.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
201910613,HO,2019,10613,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,15.0,Saudi Arabia,Chedid Re - KSA,Mediterrannean & Gulf Coop Ins & Reins,Al Rajhi Factory for Steel,PR,Iron & Steel Industries,1885025.0,6586,4498.04347826087,1724,0,0,Renew,128077627.17391305,85255.4347826087,15.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.15
201910615,HO,2019,10615,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,0.5,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Ali Mohsen Abdullah Rashid Fetais,PR,Bldg. - Offices/Administrative,2388322.0,1194,774.1304347826087,297,0,0,Renew,7598054.347826088,3798.913043478261,0.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.005
201910648,HO,2019,10648,FAC,FI,OT,2019-05-01,2020-04-30 00:00:00,0.5,Lebanon,Nasco Karaoglan (France) SARL,"Arab Lebanese Ins. Group(ALIG), Lebanon",Acres Dbayeh mall,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,3534484.0,2474,1613.4782608695652,619,192,0,Renew,18440787.391304348,12908.478260869566,0.5,Not Renewed,Expired,Materialized,1.0,MAY,Q2,2019.0,30.0,APR,Q2,2020.0,2020-05-01,1.0,MAY,Q2,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.005
201910649,HO,2019,10649,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,4.0,Algeria,United Ins. Brokers - Dubai,C.C.R. (Compagnie Centrale De Reass.),Groupe Cevital,NP,"Food Industries,Bakeries/Multiplant",2373140.0,8607,5768.478260869566,1106,0,0,Renew,338835539.3478261,280665.0,4.0,Not Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Algeria,Algeria,Africa,North Africa,0.0,0.04
201910663,HO,2019,10663,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,10.0,Saudi Arabia,Arabian Shield Insurance Company,Arabian Shield Insurance Company,SOLB Steel Co. (South Steel Co.),PR,Iron & Steel Industries,3782398.0,3836,2424.7826086956525,929,589,0,Renew,93655452.39130436,81948.91304347827,10.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.1
201910669,HO,2019,10669,FAC,FI,OT,2019-04-20,2020-04-19 00:00:00,4.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,CPC - Marble & Granite,PR,Others,3614902.0,4168,2454.130434782609,927,1,0,Renew,38825786.08695652,27178.04347826087,4.0,Not Renewed,Expired,Materialized,20.0,APR,Q2,2019.0,19.0,APR,Q2,2020.0,2020-04-20,20.0,APR,Q2,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.04
201910683,HO,2019,10683,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,4.0,Qatar,Faber Global Limited - UK,Doha Insurance Company.,Qatar Aluminium Company (QATALUM),NP,Aluminium Industries,97566.0,4220,2736.521739130435,315,13817,0,Renew,1260097682.6086957,797680.4347826088,4.0,Not Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.04
201910685,HO,2019,10685,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,10.0,U.S.A.,Marsh Management Services (MENA) Limited,"ASTRO II, Inc. - USA",Boeing Company,NP,Airport/Airport Hangers,742350.0,778,504.13043478260875,77,0,0,Renew,193656521.73913044,202878.26086956525,20.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,U.S.A.,USA,Americas,North America,0.0,0.1
201910690,HO,2019,10690,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,3.0,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Al Muftah Contracting co,PR,Bldg. - Offices/Administrative,2895788.0,1293,843.2608695652175,323,0,0,Renew,7554228.260869565,3372.3913043478265,3.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.03
201910691,HO,2019,10691,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,20.0,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Ezdan Shopping mall (Gharafa mall),PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,3842328.0,1637,1061.0869565217392,366,0,0,Renew,33882106.30434783,11858.478260869566,20.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.2
201910704,HO,2019,10704,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,15.0,United Arab Emirates,Visionary Underwriting Agency Ltd -Dubai,Union Ins. Co. UAE,Bab Shams Resort,PR,Hotels/Resorts/Guest Houses,3267228.0,1001,676.9565217391305,260,0,0,Renew,17756675.86956522,4350.652173913044,15.0,Not Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,United Arab Emirates,UAE - Dubai,Asia,GCC,0.0,0.15
201910715,HO,2019,10715,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,2.0,Kuwait,Gulf Ins. Co. K.S.C.,Gulf Ins. Co. K.S.C.,United Real Estate Tower,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,3478750.0,1354,882.3913043478261,207,0,0,Renew,53478260.86956522,16043.478260869566,2.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.02
201910716,HO,2019,10716,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,2.0,Saudi Arabia,Faber Global Limited - UK,Alinma Tokio Marine Co - Riyadh,Alinma Bank,PR,Bldg. - Offices/Administrative,3205210.0,1853,1208.4782608695652,510,0,0,Renew,34839237.39130435,16113.260869565218,2.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.02
201910717,HO,2019,10717,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,2.0,Pakistan,"UCA, Lebanon","UCA, Lebanon",Attock Gen Limited,PR,Power Plant,3848333.0,14922,8975.217391304348,3659,0,0,Renew,36320526.52173913,174637.1739130435,2.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Pakistan,Pakistan,Asia,ISC,0.0,0.02
201910719,HO,2019,10719,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Saudi Arabia,Chedid Re - KSA,Al Sagr Co-operative Ins. Co. - Dammam,Saudi Diesel Equipment Company Ltd.,PR,Gen.Mfg.Units,3831609.0,3033,1972.826086956522,756,35,0,Renew,48633924.13043479,30430.4347826087,5.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
201910719,HO,2019,10719,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Saudi Arabia,Chedid Re - KSA,Salama - Saudi IAIC Cooperative Ins.,Al Hamrani Red Bricks,PR,Brick Works,2148037.0,1933,1260.6521739130435,483,706,0,Renew,4669643.47826087,4202.608695652174,5.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
201910720,HO,2019,10720,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Saudi Arabia,Chedid Re - KSA,"Medgulf Insurance co.,ksa",Northern Region Cement Co.,PR,Cement Factories,3325723.0,2545,1659.1304347826087,445,0,0,Renew,105358225.43478262,47411.08695652174,5.0,Not Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
201910736,HO,2019,10736,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Iraq,Middle East Ins. Co. Ltd - Jordan,Middle East Ins. Co. Ltd - Jordan,Al Anmaa Steel Factory,PR,Bldg. - Factory,3169462.0,16986,11495.217391304348,3966,0,0,Renew,42129785.86956522,184632.39130434784,5.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Iraq,Iraq,Asia,Arab,0.0,0.05
201910772,HO,2019,10772,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,7.5,Saudi Arabia,Chedid Re - KSA,Al Rajhi Co for Coop.Ins (Takaful) - KSA,Dar Al Eiman Hotel,PR,Hotels/Resorts/Guest Houses,3814932.0,2078,1355.217391304348,468,0,0,Renew,32273569.565217394,11295.652173913044,7.5,Not Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.075
201910800,HO,2019,10800,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,7.5,India,Willis Ltd.,Reliance General Insurance Co. Ltd,JSW group limited,NP,Iron & Steel Industries,3422183.0,10029,6600.000000000001,1518,0,0,Renew,2903369413.0434785,214741.95652173914,7.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,India,India,Asia,ISC,0.0,0.075
201910805,HO,2019,10805,FAC,FI,OT,2019-10-01,2020-09-30 00:00:00,7.5,Ukraine,Marsh Management Services (MENA) Limited,ASKA Ukranian Joint Stock Insurance Co,Metinvest Holding Ltd,NP,Iron & Steel Industries,3859140.0,11869,8071.956521739131,928,0,0,Renew,36678260.86956522,155882.6086956522,7.5,Renewed,Expired,Materialized,1.0,OCT,Q4,2019.0,30.0,SEP,Q3,2020.0,2020-10-01,1.0,OCT,Q4,2020.0,Ukraine,Ukraine,Europe,CEE,0.0,0.075
201910820,HO,2019,10820,FAC,FI,OT,2019-10-01,2020-09-30 00:00:00,7.5,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Al Ahli Bank Of Kuwait,PR,Bldg. - Offices/Administrative,3090700.0,3280,2139.130434782609,666,0,0,Renew,57414826.95652174,42779.34782608696,7.5,Renewed,Expired,Materialized,1.0,OCT,Q4,2019.0,30.0,SEP,Q3,2020.0,2020-10-01,1.0,OCT,Q4,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.075
201910834,HO,2019,10834,FAC,FI,OT,2019-10-01,2020-09-30 00:00:00,2.0,Saudi Arabia,Tawuniya (ex: NCCI),Tawuniya (ex: NCCI),Marafiq,PR,Desalination Plants,3280331.0,27990,18772.826086956524,5757,0,0,Renew,1379048620.4347827,140662.82608695654,2.0,Renewed,Expired,Materialized,1.0,OCT,Q4,2019.0,30.0,SEP,Q3,2020.0,2020-10-01,1.0,OCT,Q4,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.02
201910837,HO,2019,10837,FAC,FI,OT,2019-10-01,2020-09-30 00:00:00,2.0,Saudi Arabia,Faber Global Limited - UK,Bahrain  National Ins. Co.,King Fahad Causeway Authority.,PR,Others,2785095.0,3157,2098.0434782608695,547,0,0,Renew,46454380.43478261,52653.26086956522,2.0,Renewed,Expired,Materialized,1.0,OCT,Q4,2019.0,30.0,SEP,Q3,2020.0,2020-10-01,1.0,OCT,Q4,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.02
201910839,HO,2019,10839,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,25.0,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Al Khayarin Trading & Contracting,PR,Bldg. - Offices/Administrative,2895788.0,1043,679.5652173913044,235,0,0,Renew,7554228.260869565,2719.5652173913045,25.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.25
201910840,HO,2019,10840,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,10.0,U.S.A.,Marsh Management Services (MENA) Limited,Sompo Japan Insurane (Thailand) Co.,Dow Chemical Company,NP,Chemical Factories,843600.0,7382,5272.173913043479,808,0,0,Renew,36678260.86956522,320934.7826086957,15.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,U.S.A.,USA,Americas,North America,0.0,0.1
201910850,HO,2019,10850,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,10.0,Dubai,AON Benfield - UAE(ex-AON Group Ltd),Oriental Ins. Co. Ltd.,Al Ali Property Investment,PR,Bldg. - Offices/Administrative,2181932.0,3376,2206.9565217391305,592,0,0,Renew,46448953.043478265,14487.391304347828,15.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Dubai,UAE - Dubai,Asia,GCC,0.0,0.1
201910857,HO,2019,10857,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,10.0,Saudi Arabia,Chedid Re - KSA,Arabia Insurance Cooperative Company,Al Alamah Trading - Al Harithy Hotel Ltd,PR,Hotels/Resorts/Guest Houses,3657476.0,1307,851.7391304347826,359,0,0,Renew,11735843.478260871,3872.608695652174,15.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.1
201910859,HO,2019,10859,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,6.0,Qatar,Fenchurch Faris Ltd - Greece,"Arabia Insurance Co., Qatar",Ali Bin Ali Jewellery & Omega Watch Show,PR,Jewelery Shop,3585496.0,5020,3288.913043478261,1261,0,0,Renew,19213402.173913047,26898.913043478264,6.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.06
201910863,HO,2019,10863,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,22.5,Oman,Marsh Management Services (MENA) Limited,Dhofar Insurane Co. - Oman,SembCorp Salalah,PR,Power Distribution Network,2264785.0,6778,4420.434782608696,1186,0,0,Renew,189626608.6956522,274417.82608695654,22.5,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Oman,Oman,Asia,GCC,0.0,0.225
201910864,HO,2019,10864,FAC,FI,OT,2019-02-11,2020-02-10 00:00:00,1.607,Ras Al Khaimah,Nasco Karaoglan (France) SARL,Ras Al-Khaimah Nat'l Ins. Co.(RAK Ins.),Al Ghail Power LLC,PR,Power Plant,3280552.0,10422,6796.956521739131,2345,0,0,Renew,39962690.86956522,67969.56521739131,1.607,Not Renewed,Expired,Materialized,11.0,FEB,Q1,2019.0,10.0,FEB,Q1,2020.0,2020-02-11,11.0,FEB,Q1,2020.0,Ras Al Khaimah,UAE - Ras Al Khaimah,Asia,GCC,0.0,0.01607
201910868,HO,2019,10868,FAC,FI,OT,2019-07-17,2020-07-31 00:00:00,30.0,Pakistan,Marsh Management Services (MENA) Limited,"Adamjee Ins. Co.,Pakistan",Orient Power Company Ltd,PR,Power Plant,2902531.0,7564,4857.391304347826,372,0,0,Renew,47323870.43478261,123334.56521739131,30.0,Renewed,Expired,Materialized,17.0,JUL,Q3,2019.0,31.0,JUL,Q3,2020.0,2020-08-01,1.0,AUG,Q3,2020.0,Pakistan,Pakistan,Asia,ISC,0.0,0.3
201910869,HO,2019,10869,FAC,FI,OT,2019-08-01,2020-07-31 00:00:00,1.0,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Sheraton Hotel Kuwait,PR,Hotels/Resorts/Guest Houses,2414517.0,1093,712.1739130434784,222,193,0,Renew,52765908.913043484,15830.21739130435,1.0,Renewed,Expired,Materialized,1.0,AUG,Q3,2019.0,31.0,JUL,Q3,2020.0,2020-08-01,1.0,AUG,Q3,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.01
201910870,HO,2019,10870,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,1.0,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Sheraton Four Points,PR,Hotels/Resorts/Guest Houses,1279694.0,555,361.95652173913044,113,10,0,Renew,26800781.086956523,8040.000000000001,1.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.01
201910875,HO,2019,10875,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,1.0,Turkey,Howden Insurance Brokers Ltd - UK,"Turkiye Sigorta A.S(ExGunes,Halk,Ziraak)",Limak Cimento Sanayi Ve Ticaret,PR,Cement Factories,2979482.0,2831,1845.6521739130437,425,8,4,Renew,64771354.5652174,61533.26086956522,1.0,Not Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Turkey,Turkey,Asia,Turkey,0.0,0.01
201910876,HO,2019,10876,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,1.0,Saudi Arabia,Marsh Management Services (MENA) Limited,Mediterranean&Gulf Ins &Reins Co(Medgulf,IPR GDF Suez METAA,NP,Power Plant,2530800.0,1093,688.6956521739131,26,0,0,Renew,91695652.17391305,39603.26086956522,1.0,Not Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.01
201910899,HO,2019,10899,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.5,Kuwait,KFH Takaful Ins. Co.(ex-AlMuthanna Tak.),KFH Takaful Ins. Co.(ex-AlMuthanna Tak.),Yiaco Medical Co - Adan Hospital,PR,Hospitals/Medical Centres/Clinics,3546183.0,1209,789.1304347826087,0,1572,0,Renew,7410369.130434783,3148.6956521739135,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.015
201910902,HO,2019,10902,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.5,Lebanon,Nasco Karaoglan (France) SARL,LIA Insurance Sal (ex- Libano Arabe),Bank Audi,PR,Bldg. - Offices/Administrative,2039402.0,1431,1000.4347826086957,345,0,0,Renew,22167412.173913047,15559.565217391306,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Lebanon,Lebanon,Asia,Mediterranean (Asia),0.0,0.015
201910904,HO,2019,10904,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.5,Sri Lanka,Marsh Management Services (MENA) Limited,Union Assurance Limited - Sri Lanka,Asia Power Private Ltd,PR,Power Plant,2333800.0,8356,5449.565217391305,1880,0,0,Renew,17394780.0,62282.608695652176,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Sri Lanka,Sri Lanka,Asia,ISC,0.0,0.015
201910905,HO,2019,10905,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.5,Saudi Arabia,Nasco Karaoglan (France) SARL,Wataniya Insurance Co(Ex. SNIC),Riyadh Ceramics Factory,PR,Ceramic Factories,1003894.0,1574,1064.3478260869565,367,0,0,Renew,6444444.782608696,10101.521739130436,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.015
201910907,HO,2019,10907,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.5,Saudi Arabia,United Ins. Brokers - Dubai,Al Rajhi Co for Coop.Ins (Takaful) - KSA,TIBAH Airport Development Company CJSC,PR,Airport/Airport Hangers,2964464.0,927,471.5217391304348,184,0,0,Renew,70853441.08695653,15105.000000000002,5.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.015
